ADDRESSBLOCK,ADDRESSROAD,ADDRESSSTREET,X,Y
81,HDB-BUKIT MERAH,REDHILL LANE,1.28776,103.81949
21,KIM KEAT PALM,LORONG 7 TOA PAYOH,1.33545,103.8575
19A,KIM KEAT PALM,LORONG 7 TOA PAYOH,1.33476,103.85654
18,KIM KEAT PALM,LORONG 7 TOA PAYOH,1.33576,103.85679
519,HDB-BEDOK,BEDOK NORTH AVENUE 1,1.33087,103.92806
183,TOA PAYOH CENTRAL,TOA PAYOH CENTRAL,1.33336,103.84887
184,TOA PAYOH CENTRAL,TOA PAYOH CENTRAL,1.33259,103.84968
185,TOA PAYOH CENTRAL,TOA PAYOH CENTRAL,1.33273,103.84999
186,TOA PAYOH CENTRAL,TOA PAYOH CENTRAL,1.33265,103.85021
178,TOA PAYOH CENTRAL,TOA PAYOH CENTRAL,1.33358,103.84926
177,TOA PAYOH CENTRAL,TOA PAYOH CENTRAL,1.3339,103.84885
78A,CENTRAL HORIZON,TOA PAYOH CENTRAL,1.33495,103.84756
79A,CENTRAL HORIZON,TOA PAYOH CENTRAL,1.33453,103.84757
79B,CENTRAL HORIZON,TOA PAYOH CENTRAL,1.33464,103.84799
628,HDB-BUKIT BATOK,BUKIT BATOK CENTRAL,1.35147,103.74984
106,HDB-BUKIT BATOK,BUKIT BATOK CENTRAL,1.34822,103.74719
288C,COMPASSVALE CAPE,COMPASSVALE CRESCENT,1.39839,103.89807
78,WHAMPOA DEW,LORONG LIMAU,1.32487,103.85554
78B,WHAMPOA DEW,LORONG LIMAU,1.32457,103.85494
217B,MATILDA PARTICO,SUMANG WALK,1.4024,103.89493
217C,MATILDA PARTICO,SUMANG WALK,1.40236,103.89549
217D,MATILDA PARTICO,SUMANG WALK,1.40205,103.89617
219D,LINEAR GREEN @ BEDOK,BEDOK CENTRAL,1.32486,103.93379
219C,LINEAR GREEN @ BEDOK,BEDOK CENTRAL,1.32486,103.93352
462A,,SEMBAWANG DRIVE,1.45442,103.81324
704A,HDB-PASIR RIS,PASIR RIS DRIVE 10,1.38079,103.93756
738A,HDB-PASIR RIS,PASIR RIS DRIVE 10,1.37938,103.93666
741A,HDB-PASIR RIS,PASIR RIS STREET 71,1.37754,103.93599
754A,HDB-PASIR RIS,PASIR RIS STREET 71,1.37751,103.93441
216B,HDB-PASIR RIS,PASIR RIS STREET 21,1.36864,103.96083
220B,HDB-PASIR RIS,PASIR RIS STREET 21,1.37005,103.96124
225B,HDB-PASIR RIS,PASIR RIS STREET 21,1.37185,103.96118
245B,HDB-PASIR RIS,PASIR RIS STREET 21,1.37085,103.96316
458B,HDB-PASIR RIS,PASIR RIS DRIVE 4,1.37192,103.95987
467,TECK GHEE HORIZON,ANG MO KIO AVENUE 10,1.36539,103.8568
466,TECK GHEE HORIZON,ANG MO KIO AVENUE 10,1.36582,103.85706
465,TECK GHEE HORIZON,ANG MO KIO AVENUE 10,1.3662,103.8572
464,TECK GHEE HORIZON,ANG MO KIO AVENUE 10,1.36673,103.85692
463,HDB-ANG MO KIO,ANG MO KIO AVENUE 10,1.36695,103.85749
462,HDB-ANG MO KIO,ANG MO KIO AVENUE 10,1.36696,103.85803
461,HDB-ANG MO KIO,ANG MO KIO AVENUE 10,1.36753,103.85741
457,TECK GHEE GRANDEUR,ANG MO KIO AVENUE 10,1.3657,103.85894
460,TECK GHEE GRANDEUR,ANG MO KIO AVENUE 10,1.36634,103.85912
110,MCNAIR SPRING,MCNAIR ROAD,1.32208,103.85908
527,HDB-BEDOK,BEDOK NORTH STREET 3,1.33391,103.92816
555,CHENG SAN PLACE,ANG MO KIO AVENUE 10,1.3712,103.85702
169,TOA PAYOH GREEN,LORONG 1 TOA PAYOH,1.33173,103.84268
168,TOA PAYOH GREEN,LORONG 1 TOA PAYOH,1.33177,103.84342
163,TOA PAYOH GREEN,LORONG 1 TOA PAYOH,1.33206,103.84411
170,TOA PAYOH GREEN,LORONG 1 TOA PAYOH,1.33132,103.84267
174,TOA PAYOH GREEN,LORONG 1 TOA PAYOH,1.33067,103.84192
171,TOA PAYOH GREEN,LORONG 1 TOA PAYOH,1.33069,103.84266
79C,CENTRAL HORIZON,TOA PAYOH CENTRAL,1.33466,103.84858
79D,CENTRAL HORIZON,TOA PAYOH CENTRAL,1.33464,103.84917
217,BEDOK TOWN CENTRE,BEDOK NORTH STREET 1,1.32684,103.93392
218,BEDOK TOWN CENTRE,BEDOK NORTH STREET 1,1.32736,103.93377
23,HDB-BEDOK,BEDOK SOUTH AVENUE 1,1.3233,103.93276
712,BEDOK RESERVOIR GARDEN,BEDOK RESERVOIR ROAD,1.33591,103.92263
713,BEDOK RESERVOIR GARDEN,BEDOK RESERVOIR ROAD,1.33631,103.92239
274B,COMPASSVALE HELM,COMPASSVALE BOW,1.38192,103.89087
278B,COMPASSVALE HELM,COMPASSVALE BOW,1.38235,103.89064
278A,COMPASSVALE HELM,COMPASSVALE BOW,1.38188,103.89029
274,COMPASSVALE HELM,COMPASSVALE BOW,1.38173,103.89034
274A,COMPASSVALE HELM,COMPASSVALE BOW,1.38155,103.89056
555B,HDB-PASIR RIS,PASIR RIS STREET 51,1.36824,103.95231
601B,ELIAS VIEW,ELIAS ROAD,1.37766,103.94382
649B,HDB-PASIR RIS,PASIR RIS DRIVE 10,1.37816,103.9385
710B,HDB-PASIR RIS,PASIR RIS STREET 72,1.38202,103.93716
757B,HDB-PASIR RIS,PASIR RIS STREET 71,1.37687,103.93372
878A,TAMPINES GREENFOREST,TAMPINES AVENUE 8,1.35166,103.92965
627,HDB-BUKIT BATOK,BUKIT BATOK CENTRAL,1.35185,103.74935
161,HDB-BUKIT MERAH,BUKIT MERAH CENTRAL,1.28345,103.81588
131A,TOA PAYOH CREST,LORONG 1 TOA PAYOH,1.33844,103.84339
131B,TOA PAYOH CREST,LORONG 1 TOA PAYOH,1.3383,103.84284
436,FERNVALE GROVE,FERNVALE ROAD,1.39253,103.87665
436C,FERNVALE GROVE,FERNVALE ROAD,1.39231,103.87697
436D,FERNVALE GROVE,FERNVALE ROAD,1.39218,103.87663
438A,FERNVALE COURT,SENGKANG WEST AVENUE,1.39275,103.87742
810A,KEAT HONG COLOURS,CHOA CHU KANG AVENUE 7,1.37455,103.7463
59,HDB-BEDOK,NEW UPPER CHANGI ROAD,1.32406,103.9407
59,HDB-BEDOK,NEW UPPER CHANGI ROAD,1.32406,103.9407
57,HDB-BEDOK,NEW UPPER CHANGI ROAD,1.32425,103.94157
57,HDB-BEDOK,NEW UPPER CHANGI ROAD,1.32425,103.94157
57A,,NEW UPPER CHANGI ROAD,1.32372,103.94129
79E,CENTRAL HORIZON,TOA PAYOH CENTRAL,1.33473,103.84982
78C,CENTRAL HORIZON,TOA PAYOH CENTRAL,1.33449,103.8498
84B,HDB-TOA PAYOH,LORONG 2 TOA PAYOH,1.33577,103.8468
84A,HDB-TOA PAYOH,LORONG 2 TOA PAYOH,1.33535,103.84703
84,HDB-TOA PAYOH,LORONG 2 TOA PAYOH,1.33522,103.84765
86,HDB-TOA PAYOH,LORONG 2 TOA PAYOH,1.33576,103.84763
83,HDB-TOA PAYOH,LORONG 2 TOA PAYOH,1.33579,103.84799
80,HDB-TOA PAYOH,LORONG 4 TOA PAYOH,1.33526,103.84852
82,HDB-TOA PAYOH,LORONG 4 TOA PAYOH,1.33602,103.84851
315A,TECK GHEE VISTA,ANG MO KIO STREET 31,1.36422,103.84686
286C,COMPASSVALE CAPE,COMPASSVALE CRESCENT,1.39795,103.89638
31,GHIM MOH EDGE,GHIM MOH LINK,1.3096,103.78402
30,GHIM MOH EDGE,GHIM MOH LINK,1.30882,103.78384
29,GHIM MOH EDGE,GHIM MOH LINK,1.30869,103.78405
31B,GHIM MOH EDGE,GHIM MOH LINK,1.30884,103.78439
29A,GHIM MOH EDGE,GHIM MOH LINK,1.30849,103.7846
809A,KEAT HONG AXIS,CHOA CHU KANG AVENUE 1,1.37521,103.74502
808A,KEAT HONG AXIS,CHOA CHU KANG AVENUE 1,1.37548,103.74537
808B,KEAT HONG AXIS,CHOA CHU KANG AVENUE 1,1.37559,103.74602
154,TOA PAYOH SAPPHIRE,LORONG 2 TOA PAYOH,1.33329,103.84617
131,TOA PAYOH CREST,LORONG 1 TOA PAYOH,1.33798,103.84329
131C,TOA PAYOH CREST,LORONG 1 TOA PAYOH,1.33798,103.84271
130A,TOA PAYOH CREST,LORONG 1 TOA PAYOH,1.33739,103.84318
103,HDB-BUKIT BATOK,BUKIT BATOK CENTRAL,1.34807,103.7479
105,HDB-BUKIT BATOK,BUKIT BATOK CENTRAL,1.34857,103.74716
772,LONGVALE,BEDOK RESERVOIR VIEW,1.33646,103.9379
773,LONGVALE,BEDOK RESERVOIR VIEW,1.33632,103.93746
768,LONGVALE,BEDOK RESERVOIR VIEW,1.33566,103.93732
774,LONGVALE,BEDOK RESERVOIR VIEW,1.33658,103.93671
767,LONGVALE,BEDOK RESERVOIR VIEW,1.33585,103.93678
57A,,NEW UPPER CHANGI ROAD,1.32372,103.94129
59,HDB-BEDOK,NEW UPPER CHANGI ROAD,1.32406,103.9407
56,HDB-BEDOK,NEW UPPER CHANGI ROAD,1.32499,103.94108
438B,FERNVALE COURT,SENGKANG WEST AVENUE,1.39275,103.87772
816,KEAT HONG MIRAGE,KEAT HONG LINK,1.37647,103.74913
816A,KEAT HONG MIRAGE,KEAT HONG LINK,1.37603,103.74882
816B,KEAT HONG MIRAGE,KEAT HONG LINK,1.37604,103.74846
815B,KEAT HONG QUAD,CHOA CHU KANG AVENUE 7,1.37685,103.74738
814,KEAT HONG QUAD,CHOA CHU KANG AVENUE 7,1.37659,103.74746
815C,KEAT HONG QUAD,CHOA CHU KANG AVENUE 7,1.37631,103.74746
315B,TECK GHEE VISTA,ANG MO KIO STREET 31,1.36403,103.84748
316A,TECK GHEE VISTA,ANG MO KIO STREET 31,1.36477,103.84691
309A,TECK GHEE VISTA,ANG MO KIO STREET 31,1.36503,103.8453
115A,,BEDOK NORTH ROAD,1.33155,103.93754
450A,FERNVALE CREST,SENGKANG WEST WAY,1.39447,103.87351
166A,TECK WHYE CREST,TECK WHYE CRESCENT,1.38329,103.75303
166B,TECK WHYE CREST,TECK WHYE CRESCENT,1.38316,103.7534
165A,TECK WHYE CREST,TECK WHYE CRESCENT,1.38274,103.75352
408,,HOUGANG AVENUE 10,1.37333,103.89539
53,SIMS VISTA,SIMS PLACE,1.31783,103.88007
155,TOA PAYOH SAPPHIRE,LORONG 1 TOA PAYOH,1.3328,103.84559
156,TOA PAYOH SAPPHIRE,LORONG 1 TOA PAYOH,1.33256,103.84521
157,HDB-TOA PAYOH,LORONG 1 TOA PAYOH,1.33221,103.84545
149,,LORONG 1 TOA PAYOH,1.33378,103.84376
148,HDB-BUKIT MERAH,SILAT AVENUE,1.27688,103.83088
150,,LORONG 1 TOA PAYOH,1.33379,103.84452
148,,LORONG 1 TOA PAYOH,1.33468,103.84361
143,HDB-TOA PAYOH,LORONG 2 TOA PAYOH,1.33588,103.84399
144,HDB-TOA PAYOH,LORONG 2 TOA PAYOH,1.33535,103.84403
139A,THE PEAK @ TOA PAYOH,LORONG 1A TOA PAYOH,1.33628,103.84404
766,LONGVALE,BEDOK RESERVOIR VIEW,1.336,103.93627
210A,,BUKIT BATOK STREET 21,1.34543,103.75084
210,HDB-BUKIT BATOK,BUKIT BATOK STREET 21,1.34548,103.74996
211,HDB-BUKIT BATOK,BUKIT BATOK STREET 21,1.34602,103.75035
40,ANSAR GARDEN,CHAI CHEE AVENUE,1.32604,103.92649
18,CANTONMENT TOWERS,CANTONMENT CLOSE,1.2739,103.83942
17,CANTONMENT TOWERS,CANTONMENT CLOSE,1.27384,103.83984
16,CANTONMENT TOWERS,CANTONMENT CLOSE,1.27392,103.84026
11,CANTONMENT TOWERS,CANTONMENT CLOSE,1.27443,103.83967
12,CANTONMENT TOWERS,CANTONMENT CLOSE,1.27448,103.84007
264,HDB-JURONG EAST,JURONG EAST STREET 24,1.34374,103.74148
249,HDB-JURONG EAST,JURONG EAST STREET 24,1.34259,103.7392
250,HDB-JURONG EAST,JURONG EAST STREET 24,1.34265,103.73998
248,HDB-JURONG EAST,JURONG EAST STREET 24,1.34227,103.7401
247,HDB-JURONG EAST,JURONG EAST STREET 24,1.34202,103.73901
698A,JURONG WEST BLOSSOM,JURONG WEST CENTRAL 3,1.34106,103.70777
630,HDB-YISHUN,YISHUN STREET 61,1.41802,103.83778
328,HDB-CLEMENTI,CLEMENTI AVENUE 2,1.31399,103.76709
449,HDB-CLEMENTI,CLEMENTI AVENUE 3,1.31362,103.76481
442,HDB-CLEMENTI,CLEMENTI AVENUE 3,1.31412,103.76452
33A,GHIM MOH EDGE,GHIM MOH LINK,1.31025,103.78507
33,GHIM MOH EDGE,GHIM MOH LINK,1.30977,103.78471
32,GHIM MOH EDGE,GHIM MOH LINK,1.31006,103.7845
15,,LORONG 7 TOA PAYOH,1.33592,103.85906
13,TOA PAYOH COURT,LORONG 7 TOA PAYOH,1.33628,103.85903
11,TOA PAYOH COURT,LORONG 8 TOA PAYOH,1.33723,103.85884
231,TOA PAYOH EIGHT,LORONG 8 TOA PAYOH,1.33696,103.85949
682,HDB-HOUGANG,HOUGANG AVENUE 4,1.37362,103.88575
684,HDB-HOUGANG,HOUGANG AVENUE 8,1.37396,103.8869
221C,LINEAR GREEN @ BEDOK,BEDOK CENTRAL,1.325,103.93423
139B,THE PEAK @ TOA PAYOH,LORONG 1A TOA PAYOH,1.33671,103.84388
138C,THE PEAK @ TOA PAYOH,LORONG 1A TOA PAYOH,1.33626,103.84491
138B,THE PEAK @ TOA PAYOH,LORONG 1A TOA PAYOH,1.33626,103.84563
828,HDB-TAMPINES,TAMPINES STREET 81,1.34893,103.93459
36,ANSAR GARDEN,CHAI CHEE AVENUE,1.32534,103.92544
36,ANSAR GARDEN,CHAI CHEE AVENUE,1.32534,103.92544
138A,THE PEAK @ TOA PAYOH,LORONG 1A TOA PAYOH,1.33671,103.84547
142,HDB-TOA PAYOH,LORONG 2 TOA PAYOH,1.33584,103.84516
141,HDB-TOA PAYOH,LORONG 2 TOA PAYOH,1.33584,103.84573
145,TOA PAYOH TOWERS,LORONG 2 TOA PAYOH,1.33521,103.84616
13,CANTONMENT TOWERS,CANTONMENT CLOSE,1.2747,103.84049
458,TECK GHEE GRANDEUR,ANG MO KIO AVENUE 10,1.36657,103.85963
418,GARDEN HILL,BEDOK NORTH AVENUE 2,1.32856,103.93004
416,GARDEN HILL,BEDOK NORTH AVENUE 2,1.3284,103.93068
417,GARDEN HILL,BEDOK NORTH AVENUE 2,1.32758,103.93048
413,HDB-BEDOK,BEDOK NORTH AVENUE 2,1.3303,103.93109
412,HDB-BEDOK,BEDOK NORTH AVENUE 2,1.32929,103.93109
411,HDB-BEDOK,BEDOK NORTH AVENUE 2,1.32828,103.93161
441C,FERNVALE VISTA,FERNVALE ROAD,1.3922,103.87478
441D,FERNVALE VISTA,FERNVALE ROAD,1.39209,103.87525
2,BRICKWORKS ESTATE,JALAN BUKIT MERAH,1.28663,103.80686
3,BRICKWORKS ESTATE,JALAN BUKIT MERAH,1.28713,103.807
12,HDB-BUKIT MERAH,JALAN BUKIT MERAH,1.28753,103.80702
13,HDB-BUKIT MERAH,JALAN BUKIT MERAH,1.28772,103.80728
14,HDB-BUKIT MERAH,JALAN BUKIT MERAH,1.28786,103.80765
7,HDB-BUKIT MERAH,JALAN BUKIT MERAH,1.2873,103.80799
8,RUMAH TINGGI VIEW,JALAN RUMAH TINGGI,1.28858,103.80787
302,SHUNFU GARDENS,SHUNFU ROAD,1.34936,103.8391
305,SHUNFU GARDENS,SHUNFU ROAD,1.35012,103.83873
306,SHUNFU GARDENS,SHUNFU ROAD,1.35029,103.8393
108,,PUNGGOL FIELD,1.39653,103.90885
82A,HDB-TOA PAYOH,LORONG 4 TOA PAYOH,1.33598,103.84895
82B,HDB-TOA PAYOH,LORONG 4 TOA PAYOH,1.33562,103.84885
80A,HDB-TOA PAYOH,LORONG 4 TOA PAYOH,1.33529,103.84925
80B,HDB-TOA PAYOH,LORONG 4 TOA PAYOH,1.33529,103.84989
81B,HDB-TOA PAYOH,LORONG 4 TOA PAYOH,1.33597,103.84978
81A,HDB-TOA PAYOH,LORONG 4 TOA PAYOH,1.33566,103.85008
81,HDB-TOA PAYOH,LORONG 4 TOA PAYOH,1.33541,103.85042
21,HAIG VISTA,HAIG ROAD,1.31316,103.89522
10,FARRER PARK GARDENS,GLOUCESTER ROAD,1.31392,103.85221
146,TOA PAYOH TOWERS,LORONG 2 TOA PAYOH,1.33466,103.84645
147,TOA PAYOH TOWERS,LORONG 2 TOA PAYOH,1.33455,103.84508
152,TOA PAYOH TOWERS,LORONG 2 TOA PAYOH,1.33417,103.84589
530,HDB-BEDOK,BEDOK NORTH STREET 3,1.33371,103.92702
528,HDB-BEDOK,BEDOK NORTH STREET 3,1.3349,103.92784
527,HDB-BEDOK,BEDOK NORTH STREET 3,1.33391,103.92816
740,RESERVOIR VILLAGE,BEDOK RESERVOIR ROAD,1.33831,103.92279
741,RESERVOIR VILLAGE,BEDOK RESERVOIR ROAD,1.33773,103.92227
742,RESERVOIR VILLAGE,BEDOK RESERVOIR ROAD,1.33809,103.92209
744,RESERVOIR VILLAGE,BEDOK RESERVOIR ROAD,1.33786,103.92166
445A,FERNVALE VISTA,FERNVALE ROAD,1.39222,103.87441
445B,FERNVALE VISTA,FERNVALE ROAD,1.39225,103.8741
445,FERNVALE VISTA,FERNVALE ROAD,1.39192,103.87429
443B,FERNVALE VISTA,FERNVALE ROAD,1.39118,103.87395
443A,FERNVALE VISTA,FERNVALE ROAD,1.39118,103.87432
443C,FERNVALE VISTA,FERNVALE ROAD,1.39122,103.87355
459,TECK GHEE GRANDEUR,ANG MO KIO AVENUE 10,1.36702,103.85938
258,HDB-TOA PAYOH,KIM KEAT AVENUE,1.33285,103.85783
26,HDB-TOA PAYOH,TOA PAYOH EAST,1.33292,103.85676
25,HDB-TOA PAYOH,TOA PAYOH EAST,1.33357,103.85698
304,SHUNFU GARDENS,SHUNFU ROAD,1.35012,103.83794
307,SHUNFU GARDENS,SHUNFU ROAD,1.35048,103.83877
308,SHUNFU GARDENS,SHUNFU ROAD,1.35058,103.83785
809B,KEAT HONG AXIS,CHOA CHU KANG AVENUE 1,1.37476,103.74497
808D,KEAT HONG AXIS,CHOA CHU KANG AVENUE 1,1.37488,103.74541
808C,KEAT HONG AXIS,CHOA CHU KANG AVENUE 1,1.37503,103.74619
315A,WATERWAY CASCADIA,PUNGGOL WAY,1.40832,103.89705
315B,WATERWAY CASCADIA,PUNGGOL WAY,1.40796,103.8964
315,WATERWAY CASCADIA,PUNGGOL WAY,1.40796,103.89694
314A,WATERWAY CASCADIA,PUNGGOL WAY,1.40826,103.89802
221B,LINEAR GREEN @ BEDOK,BEDOK CENTRAL,1.325,103.9345
278C,COMPASSVALE HELM,COMPASSVALE BOW,1.38286,103.89099
274C,COMPASSVALE HELM,COMPASSVALE BOW,1.38228,103.89112
52,COMMONWEALTH 10,COMMONWEALTH DRIVE,1.3019,103.79724
53,COMMONWEALTH 10,COMMONWEALTH DRIVE,1.30206,103.79658
448A,FERNVALE CREST,SENGKANG WEST WAY,1.39294,103.873
256B,PUNGGOL OPAL,SUMANG WALK,1.40605,103.89618
257,PUNGGOL OPAL,SUMANG WALK,1.40524,103.89564
71,TELOK BLANGAH RIDGEVIEW,TELOK BLANGAH HEIGHTS,1.27577,103.81103
764B,GOLDEN SAFFRON,WOODLANDS CIRCLE,1.44507,103.79761
746,RESERVOIR VILLAGE,BEDOK RESERVOIR ROAD,1.33729,103.92122
747C,BELVIA,BEDOK RESERVOIR CRESCENT,1.33679,103.92198
747B,BELVIA,BEDOK RESERVOIR CRESCENT,1.33666,103.92162
286A,COMPASSVALE CAPE,COMPASSVALE CRESCENT,1.39736,103.8962
286B,COMPASSVALE CAPE,COMPASSVALE CRESCENT,1.39755,103.8956
9,CANTONMENT TOWERS,CANTONMENT CLOSE,1.2753,103.83921
8,CANTONMENT TOWERS,CANTONMENT CLOSE,1.2758,103.83903
501,,WEST COAST DRIVE,1.31128,103.75886
895,TAMPINES GROVE,TAMPINES STREET 81,1.34778,103.93159
775A,,BEDOK RESERVOIR VIEW,1.33647,103.93635
259,HDB-TOA PAYOH,KIM KEAT AVENUE,1.3339,103.85756
23,KIM KEAT PALM,TOA PAYOH EAST,1.33456,103.85719
410,HDB-BEDOK,BEDOK NORTH AVENUE 2,1.32789,103.93184
408,HDB-BEDOK,BEDOK NORTH AVENUE 2,1.32852,103.93286
446B,FERNVALE LODGE,JALAN KAYU,1.39177,103.87332
446C,FERNVALE LODGE,JALAN KAYU,1.39228,103.87358
447B,FERNVALE LODGE,JALAN KAYU,1.39247,103.87321
447A,FERNVALE LODGE,JALAN KAYU,1.39214,103.87249
446A,FERNVALE LODGE,JALAN KAYU,1.39191,103.87285
450C,FERNVALE CREST,SENGKANG WEST WAY,1.39381,103.87336
314B,WATERWAY CASCADIA,PUNGGOL WAY,1.4079,103.89737
316,WATERWAY CASCADIA,PUNGGOL WAY,1.40912,103.89759
316B,WATERWAY CASCADIA,PUNGGOL WAY,1.40895,103.89793
316A,WATERWAY CASCADIA,PUNGGOL WAY,1.4089,103.89841
256A,PUNGGOL OPAL,SUMANG WALK,1.40609,103.89571
324,HDB-BUKIT BATOK,BUKIT BATOK STREET 33,1.36216,103.74763
81,MARINE PARADE PROMENADE,MARINE PARADE CENTRAL,1.30264,103.90707
204,KOVAN CITY,HOUGANG STREET 21,1.35882,103.88499
203,KOVAN CITY,HOUGANG STREET 21,1.35816,103.8844
210,KOVAN CITY,HOUGANG STREET 21,1.35939,103.88663
768,WOODLANDS MART,WOODLANDS AVENUE 6,1.44562,103.79814
271,HDB-ALBERT CENTRE,QUEEN STREET,1.30094,103.85399
10A,BENDEMEER LIGHT,BENDEMEER ROAD,1.31499,103.86051
807,KEAT HONG AXIS,CHOA CHU KANG AVENUE 1,1.37571,103.74441
807A,KEAT HONG AXIS,CHOA CHU KANG AVENUE 1,1.37581,103.74479
807B,KEAT HONG AXIS,CHOA CHU KANG AVENUE 1,1.37604,103.74517
807C,KEAT HONG AXIS,CHOA CHU KANG AVENUE 1,1.37616,103.74582
120A,PUNGGOL EDGE,EDGEDALE PLAINS,1.39451,103.90796
120,PUNGGOL EDGE,EDGEDALE PLAINS,1.39421,103.90762
120B,PUNGGOL EDGE,EDGEDALE PLAINS,1.39484,103.90758
775,,BEDOK RESERVOIR VIEW,1.33655,103.93582
765,LONGVALE,BEDOK RESERVOIR VIEW,1.33596,103.93599
764,LONGVALE,BEDOK RESERVOIR VIEW,1.33587,103.9354
760,,BEDOK RESERVOIR VIEW,1.33646,103.93522
763,LONGVALE,BEDOK RESERVOIR VIEW,1.33607,103.93483
762,LONGVALE,BEDOK RESERVOIR VIEW,1.33622,103.93433
761,LONGVALE,BEDOK RESERVOIR VIEW,1.33618,103.93404
725,RESERVOIR VIEW,BEDOK RESERVOIR ROAD,1.33765,103.92899
723,RESERVOIR VIEW,BEDOK RESERVOIR ROAD,1.33695,103.92896
169,BOON LAY COURT,BOON LAY DRIVE,1.3475,103.70721
450B,FERNVALE CREST,SENGKANG WEST WAY,1.39405,103.87335
220A,LINEAR GREEN @ BEDOK,BEDOK CENTRAL,1.32569,103.9346
221A,LINEAR GREEN @ BEDOK,BEDOK CENTRAL,1.3252,103.93477
456,TECK GHEE GRANDEUR,ANG MO KIO AVENUE 10,1.36716,103.85866
442,HDB-ANG MO KIO,ANG MO KIO AVENUE 10,1.36569,103.8551
443,HDB-ANG MO KIO,ANG MO KIO AVENUE 10,1.36604,103.85537
440,HDB-ANG MO KIO,ANG MO KIO AVENUE 10,1.36643,103.85431
441,HDB-ANG MO KIO,ANG MO KIO AVENUE 10,1.36605,103.85417
22,HAIG VISTA,HAIG ROAD,1.31379,103.89523
2,HAIG VIEW,HAIG ROAD,1.31229,103.89769
210,KOVAN CITY,HOUGANG STREET 21,1.35939,103.88663
270,ALBERT CENTRE,QUEEN STREET,1.30105,103.85408
808,KEAT HONG AXIS,CHOA CHU KANG AVENUE 1,1.37544,103.7461
208D,CLEMENTI GATEWAY,CLEMENTI AVENUE 6,1.32282,103.76217
208A,CLEMENTI GATEWAY,CLEMENTI AVENUE 6,1.322,103.76245
293A,COMPASSVALE BOARDWALK,COMPASSVALE CRESCENT,1.39653,103.89586
294A,COMPASSVALE BOARDWALK,COMPASSVALE CRESCENT,1.39609,103.89593
105B,DEPOT HEIGHTS,DEPOT ROAD,1.28111,103.81113
311,SHUNFU GARDENS,SHUNFU ROAD,1.35088,103.83934
102,DEPOT HEIGHTS,DEPOT ROAD,1.28034,103.81351
121B,PUNGGOL EDGE,EDGEDALE PLAINS,1.39309,103.90904
804,KEAT HONG PRIDE,KEAT HONG CLOSE,1.37397,103.7421
107,HWI YOH COURT,SERANGOON NORTH AVENUE 1,1.3699,103.87022
804A,KEAT HONG PRIDE,KEAT HONG CLOSE,1.37367,103.742
804B,KEAT HONG PRIDE,KEAT HONG CLOSE,1.37311,103.74189
805A,KEAT HONG PRIDE,KEAT HONG CLOSE,1.3729,103.74257
805B,KEAT HONG PRIDE,KEAT HONG CLOSE,1.37275,103.74316
806,KEAT HONG PRIDE,KEAT HONG CLOSE,1.37283,103.74416
803D,KEAT HONG PRIDE,KEAT HONG CLOSE,1.3729,103.74435
803C,KEAT HONG PRIDE,KEAT HONG CLOSE,1.37339,103.74403
39,,CHAI CHEE AVENUE,1.32632,103.92591
38,,CHAI CHEE AVENUE,1.32592,103.92581
37,ANSAR GARDEN,CHAI CHEE AVENUE,1.32544,103.92621
35,ANSAR GARDEN,CHAI CHEE AVENUE,1.32485,103.92604
33,ANSAR GARDEN,CHAI CHEE AVENUE,1.32401,103.92585
32,ANSAR GARDEN,CHAI CHEE AVENUE,1.32372,103.925
25,ANSAR GARDEN,CHAI CHEE ROAD,1.32376,103.92416
26,ANSAR GARDEN,CHAI CHEE ROAD,1.32331,103.92362
27,ANSAR GARDEN,CHAI CHEE ROAD,1.32413,103.9235
29B,,CHAI CHEE AVENUE,1.32406,103.92395
188A,FENGSHAN GREENVILLE,BEDOK NORTH STREET 4,1.33163,103.94137
188,FENGSHAN GREENVILLE,BEDOK NORTH STREET 4,1.33146,103.94092
187A,FENGSHAN GREENVILLE,BEDOK NORTH STREET 4,1.33087,103.94021
187B,FENGSHAN GREENVILLE,BEDOK NORTH STREET 4,1.33038,103.94009
186,FENGSHAN GREENVILLE,BEDOK NORTH STREET 4,1.33017,103.9401
213,HDB-ANG MO KIO,ANG MO KIO AVENUE 3,1.36777,103.84126
641,ANG MO KIO 61,ANG MO KIO AVENUE 4,1.37859,103.84033
115,KEBUN BARU HEIGHTS,ANG MO KIO AVENUE 4,1.37296,103.8364
113,KEBUN BARU HEIGHTS,ANG MO KIO AVENUE 4,1.37179,103.83597
309C,ANCHORVALE VISTA,ANCHORVALE ROAD,1.3911,103.88576
315B,ANCHORVALE GARDENS,ANCHORVALE ROAD,1.39218,103.88832
308B,ANCHORVALE PLACE,ANCHORVALE ROAD,1.38993,103.88656
309,ANCHORVALE VISTA,ANCHORVALE ROAD,1.39132,103.8854
312B,ANCHORVALE VISTA,ANCHORVALE LANE,1.39173,103.8855
312A,ANCHORVALE VISTA,ANCHORVALE LANE,1.39173,103.88516
86,COMMONWEALTH HEIGHTS,COMMONWEALTH CLOSE,1.30438,103.79935
455,DEW SPRING @ YISHUN,YISHUN STREET 41,1.41998,103.84438
454,DEW SPRING @ YISHUN,YISHUN STREET 41,1.41992,103.84522
453,DEW SPRING @ YISHUN,YISHUN STREET 41,1.41991,103.84555
